Date,$ * #,Invoice,Market Value,Image,Image name,Category,Item name,Brand,Status,Count,Unit price,Total Market Price,Original Price,eBay Price,Use For,Status,Expired date,Sold date,Reviews,Recommend,Comments,From,Link
"Fri, Sep 9, 2022",,,,,Screen Shot 2022-09-10 at 4.56.20 PM,Kitchen & Dining,Embossing triangular rice balls white type P-2169 [rice ball type clean triangular rice balls can be],Embossing,New,1,$17.90,$17.90,,,Family,Own used,,,,,,Amazon,https://www.amazon.com/Embossing-triangular-balls-white-P-2169/dp/B0018NIRKS/ref=rvi_sccl_8/131-8581521-8945701?pd_rd_w=jKezO&content-id=amzn1.sym.f5690a4d-f2bb-45d9-9d1b-736fee412437&pf_rd_p=f5690a4d-f2bb-45d9-9d1b-736fee412437&pf_rd_r=445BE7WWJW3BJT2J78AX&pd_rd_wg=HVfSY&pd_rd_r=f6dd29f1-5f4f-4206-854c-549e1d62c4d6&pd_rd_i=B0018NIRKS&psc=1
"Fri, Sep 9, 2022",,,,,Screen Shot 2022-09-10 at 5.42.19 PM,"Arts, Crafts & Sewing",24 Pieces Glow in The Dark Party Bags ,,Open Box,1,$21.99,$21.99,,,Family,Waiting to sell,,,,,Similar to the amazon link,Amazon,https://www.amazon.com/Pieces-Themed-Birthday-Supplies-Decorations/dp/B09C5T5NWV/ref=sr_1_6?crid=2KV5AQ8AZA03A&keywords=cieovo+24+pieces+glow+in+the+dark+party+treat+gift+bags&qid=1662854865&s=home-garden&sprefix=cieovo+24+pieces+glow+in+the+dark+party+treat+gift+bags%2Cgarden%2C120&sr=1-6
"Fri, Sep 9, 2022",,,,,Screen Shot 2022-09-10 at 5.42.36 PM,Personal Care,"Baby Nail Clippers 20 in 1 by Royal Angels Baby | Safe Electric Baby Nail Trimmer, Baby Nail File Kit",CARELAX Store,New,1,$10.00,$10.00,,,Gifts,Given as gift,,2023-10-01,,,"Similar to the amazon link, gift given to Kwan’s newborn brother",Amazon,https://www.amazon.com/Trimmer-Electric-Clippers-Fingernails-Operated/dp/B0878TL8JG/ref=sr_1_4?crid=2E7MRKYJ4FRPT&keywords=oxo+kids+baby+nail+trimmer&qid=1662855433&s=baby-products&sprefix=ozo+kids+baby+nail+trimmer%2Cbaby-products%2C322&sr=1-4
"Fri, Sep 9, 2022",,,,,Screen Shot 2022-09-10 at 5.43.35 PM,Kitchen & Dining,Silicone Faucet Water Catcher Mat,Kapasocap,New,1,$7.99,$7.99,,,Home,Own used,,,,,,Amazon,https://www.amazon.com/Silicone-Draining-Protector-Countertop-Blue/dp/B09WYPHFSX/ref=sr_1_1_sspa?keywords=kapasocap%2Bsilicone%2Bfaucet%2Bwater%2Bcatcher%2Bmat&qid=1662856076&sr=8-1-spons&th=1
"Fri, Sep 9, 2022",,,,,Screen Shot 2022-09-10 at 5.43.35 PM,Health,Solgar Ester-C Plus Immune Complex,Solgar,New,2,$20.00,$40.00,,,Flavio,Own used,2023-01-01,,,,Similar to the amazon link,Amazon,https://www.amazon.com/Solgar-Ester-C-Complex-Supports-Respiratory/dp/B08TB4HN6H?th=1
"Fri, Sep 9, 2022",,,,,Screen Shot 2022-09-13 at 6.30.17 PM,Food,"Peet's Coffee, Dark Roast Whole Bean Coffee - Major Dickason's Blend 10.5 Ounce Bag, Packaging May Vary",Peet's Coffee,New,1,$9.98,$9.98,,,Flavio,Own used,2023-09-07,,,,,Amazon,https://www.amazon.com/Peets-Coffee-Major-Dickasons-Blend/dp/B086ZFM5D9/ref=sr_1_9?crid=3OL6YEBXACTN5&keywords=pets+coffee&qid=1662857064&sprefix=pets+coffee%2Caps%2C152&sr=8-9
"Fri, Sep 9, 2022",,,,,Screen Shot 2022-09-10 at 5.52.39 PM,Personal Care,Herbal Essences Hello Hydration 2 In 1 Shampoo Plus Conditioner - 10.1 Oz ( Pack of 2 ),Herbal Essences,New,1,$17.94,$17.94,,,Family,Own used,,,,,2 packs,Amazon,https://www.amazon.com/Herbal-Essences-Hydration-Shampoo-Conditioner/dp/B01IADZKI0/ref=sr_1_14?crid=1CGTMRLIQGA56&keywords=hello+hydration&qid=1662857365&sprefix=hello+hydratio%2Caps%2C165&sr=8-14
"Fri, Sep 9, 2022",,,,,Screen Shot 2022-09-10 at 6.23.18 PM,Beauty,"Telaoils Moringa Carrier Oil – 100% Pure And Natural – Cold Pressed, Unrefined – Natural Skin Brightener, Hydrates Skin, Reduces Cuts, Burns, Acne, Cleanses Skin – Shines Hair, Protects Hair Color, Protects From Damage – Moisturizes And Nourishes Hair.",Telaoils,New,1,$14.95,$14.95,,,Liping,Own used,,,,,"Use: 5 drops per 10ml, or 6 drops in bath",Amazon,https://www.amazon.com/dp/B09487WBD8/ref=cm_sw_r_api_i_030S8JV6NM6W2M57597X_0
"Fri, Sep 9, 2022",,,,,Screen Shot 2022-09-02 at 7.38.59 PM,Beauty,50PCS blue Hair Ties,iFwevs,New,2,$4.99,$9.98,,,Liping,Own used,,,,,Color blue,Amazon,https://www.amazon.com/iFwevs-Seamless-Ponytail-Holders-Elastics/dp/B0B1Q5KSQM/ref=sr_1_3?crid=15RMEP8IJ6UWQ&keywords=chimera+50pcs+hair+ties&qid=1662171380&sprefix=chimera+50pcs+hair+ties%2Caps%2C135&sr=8-3
"Fri, Sep 9, 2022",,,,,Screen Shot 2022-09-10 at 6.49.01 PM,Beauty,Beloved Chapmpagne grapes & Rose Body Mist ,Beloved,New,1,$9.99,$9.99,,,Gifts,Waiting to sell,,,,,Similar to the target link,Target,https://www.target.com/p/beloved-cherry-blossom-38-tea-rose-body-mist-8-fl-oz/-/A-80386016#lnk=sametab
"Fri, Sep 9, 2022",,,,,Screen Shot 2022-09-10 at 6.48.54 PM,Beauty,Beloved Chapmpagne grapes & Rose Vegan Shower & Bath Gel - 11.8 fl oz,Beloved,New,1,$9.99,$9.99,,,Gifts,Waiting to sell,,,,,,Target,https://www.target.com/p/beloved-pomegranate-38-geranium-shower-38-bath-gel-11-8-fl-oz/-/A-85370400#lnk=sametab
"Fri, Sep 9, 2022",,,,,Screen Shot 2022-09-10 at 6.54.57 PM,Food,"beaniac B.RISTA Series Tramonto Dark Roast Espresso Capsules, Rainforest Alliance Certified, 60 Compostable Plant Based Espresso Capsules, Compatible with Nespresso OriginalLine System Coffee Machines, 10 Capsules (Pack of 6)",beaniac,Open Box,1,$31.99,$31.99,,,Flavio,Own used,,,,,,Amazon,https://www.amazon.com/dp/B0993YKNJJ/ref=cm_sw_r_api_i_A1APSSAZW0NWS60VS7K1_0
"Fri, Sep 9, 2022",,,,,Screen Shot 2022-09-10 at 6.59.22 PM,Home,"HOTUBJOY Mineral Ion Cartridge Filter Stick Brings Crystal Clean Water to Your Pool,Spa and Hot Tub Without High Levels of Heavy Chemicals(1)",HOTUBJOY,New,1,$39.99,$39.99,,,Gifts,Waiting to sell,,,,,,Amazon,https://www.amazon.com/dp/B09PBTWD42/ref=cm_sw_r_api_i_S45MR928054EPNNSJGJK_0
"Fri, Sep 9, 2022",,,,,Screen Shot 2022-09-13 at 6.31.11 PM,Others,Baby shower kit set,,New,1,$10.00,$10.00,,,Gifts,Waiting to sell,,,,,Can’t find,Others,
,,,,,,,,,,,,0,,,,,,,,,,,
"Tue, Sep 13, 2022",6*7,$45.47,$295.97,,IMG_1861,,,,,,,0,,,,,,,,,,,
"Tue, Sep 13, 2022",,,,,Screen Shot 2022-09-13 at 6.37.38 PM,Home,Sherpa Bed Rest Pillow - Room Essentials™,Room Essentials™,New,1,$9.00,$9.00,,,Adam,Own used,,,,,,Target,https://www.target.com/p/sherpa-bed-rest-pillow-room-essentials/-/A-82072745?preselect=81781522#lnk=sametab
"Tue, Sep 13, 2022",,,,,Screen Shot 2022-09-13 at 6.41.15 PM,Home,Diamond Printed Accent Aztec Rug Black - Opalhouse™,Opalhouse™,New,1,$50.00,$50.00,,,Home,Own used,,,,,,Target,https://www.target.com/p/diamond-printed-accent-aztec-rug-black-opalhouse/-/A-79696280?preselect=79494685#lnk=sametab
"Tue, Sep 13, 2022",,,,,Screen Shot 2022-09-13 at 6.46.24 PM,Home,Large Dasheen Leaf in Basket - Threshold™,Threshold™,Open Box,1,$35.00,$35.00,,,Home,Own used,,,,,,Target,https://www.target.com/p/large-dasheen-leaf-in-basket-threshold-8482/-/A-84048651#lnk=sametab
"Tue, Sep 13, 2022",,,,,Screen Shot 2022-09-13 at 6.45.02 PM,Electronics,IMUSA Electric Espresso/Moka Maker Red - 6 Cup,IMUSA,New,1,$39.99,$39.99,,,Flavio,Waiting to sell,,,,,,Target,https://www.target.com/p/imusa-electric-espresso-moka-maker-red-6-cup/-/A-53019599#lnk=sametab
"Tue, Sep 13, 2022",,,,,Screen Shot 2022-09-13 at 6.49.16 PM,Electronics,OtterBox Power Bank USB-A & USB-C 18W 20000mAh - Twilight,OtterBox,New,1,$54.99,$54.99,,,Family,Waiting to sell,,,,,,Target,https://www.target.com/p/otterbox-power-bank-usb-a-38-usb-c-18w-20000mah-twilight/-/A-83550023#lnk=sametab
"Tue, Sep 13, 2022",,,,,Screen Shot 2022-09-13 at 7.25.24 PM,Personal Care,InfinitiPro by Conair Knot Dr Dryer Brush,InfinitiPro,New,1,$41.99,$41.99,,,Liping,Waiting to sell,,,,,,Target,https://www.target.com/p/infinitipro-by-conair-knot-dr-dryer-brush/-/A-79753454#lnk=sametab
"Tue, Sep 13, 2022",,,,,Screen Shot 2022-09-13 at 7.25.00 PM,Kitchen & Dining,Saigoncook Walnut Cutting Board Large High Class Size 15.7''x 9.8''x 1.4'' Grain Oak Walnut Chopping Board- Kitchen Chopping Board for Meat (Butcher Block) Cheese and Vegetables ,Saigoncook,New,1,$65.00,$65.00,,,Home,Waiting to sell,,,,,Size: 25cm x 40cm,Amazon,https://www.amazon.ae/Vietnam-Kitchen-Utensil-Chopping-15-9x12-0x1-4/dp/B08CDCVNZ7?th=1
,,,,,,,,,,,,0,,,,,,,,,,,
"Wed, Sep 14, 2022",4*6,$25.65,$404.04,,IMG_1862,,,,,,,0,,,,,,,,,,,
"Wed, Sep 14, 2022",,,,,Screen Shot 2022-09-14 at 3.56.47 PM,Personal Care,Always Ultra Thin Overnight W/Wings 28ct - Pack of 5,Always,New,1,$65.00,$65.00,,,Liping,Own used,,,,,5 pack,Amazon,https://www.amazon.com/dp/B01IAIF3FU/ref=cm_sw_r_api_i_PS5NH4S0B9MN0729YZG6_0
"Wed, Sep 14, 2022",,,,,Screen Shot 2022-09-14 at 4.02.36 PM,Food,"Bumble Bee Chunk Light Tuna in Oil, 5 oz Cans (Pack of 24)",Bumble Bee,New,1,$30.00,$30.00,,,Family,Own used,2024-11-01,,,,"No price for 24 packs, but it has price for 48 packs",Amazon,https://www.amazon.com/dp/B019YHSNPS/ref=cm_sw_r_api_i_HH2C9QQQ9MYCWQ7XJ077_0?th=1
"Wed, Sep 14, 2022",,,,,Screen Shot 2022-09-14 at 4.19.42 PM,Personal Care,"Dove Beauty Cream Bar Soaps, Pink/Rosa - 135g / 4.76oz x 24 Pack",Dove,New,1,$89.00,$89.00,,,Sell,Waiting to sell,2021-03-01,,5,,"Price is for 24 by 2, 48 bars in total",Amazon,https://www.amazon.com/dp/B082ZR9W8Z/ref=cm_sw_r_api_i_4VAWH2J5J3NT5APCP99J_0
"Wed, Sep 14, 2022",,,,,Screen Shot 2022-09-14 at 4.28.53 PM,Personal Care,"Acne Face Wash with Benzoyl Peroxide by the makers of Differin Gel, Daily Deep Cleanser, Gentle Skin Care for Acne Prone Sensitive Skin, 4 oz",Differin,New,12,$10.42,$125.04,,,Sell,Waiting to sell,2023-11-01,,4.5,,"4 pack of 3 bottle, #1 best seller",Amazon,https://www.amazon.com/dp/B07799WY99/ref=cm_sw_r_api_i_QMD2DPEJYCJ5WEYJYBS6_0?th=1
"Wed, Sep 14, 2022",,,,,Screen Shot 2022-09-13 at 7.25.00 PM,Kitchen & Dining,Saigoncook Walnut Cutting Board Large High Class Size 15.7''x 9.8''x 1.4'' Grain Oak Walnut Chopping Board- Kitchen Chopping Board for Meat (Butcher Block) Cheese and Vegetables ,Saigoncook,New,1,$65.00,$65.00,,,Home,Waiting to sell,,,3.7,,Size: 25cm x 40cm,Amazon,https://www.amazon.ae/Vietnam-Kitchen-Utensil-Chopping-15-9x12-0x1-4/dp/B08CDCVNZ7?th=1
"Wed, Sep 14, 2022",,,,,Screen Shot 2022-09-14 at 4.38.58 PM,Home,Tufted Textured Bed Rest Pillow - Threshold™,Threshold™,New,1,$30.00,$30.00,,,Sofia,Own used,,,,,,Target,https://www.target.com/p/tufted-textured-bed-rest-pillow-threshold/-/A-84836364?preselect=84642446#lnk=sametab
,,,,,,,,,,,,0,,,,,,,,,,,
"Thu, Sep 15, 2022",2*6,$12.99,$207.76,,IMG_1863,,,,,,,0,,,,,,,,,,,
"Thu, Sep 15, 2022",,,,,Screen Shot 2022-09-15 at 6.04.38 PM,"Clothing, Shoes",Women's Chaia Genuine Suede Moccasin Leather Slippers - Stars Above™,Stars Above™,Open Box,1,$19.99,$19.99,,,Liping,Own used,,,4.1,,,Target,https://www.target.com/p/women-s-chaia-genuine-suede-moccasin-leather-slippers-stars-above/-/A-54421716?preselect=81869404#lnk=sametab
"Thu, Sep 15, 2022",,,,,Screen Shot 2022-09-15 at 6.08.49 PM,"Clothing, Shoes",Women's Neida EVA Two Band Slide Sandals - Shade & Shore™,Shade & Shore™,New,1,$10.00,$10.00,,,Liping,Own used,,,4.1,,Color: white,Target,https://www.target.com/p/women-s-neida-eva-two-band-slide-sandals-shade-shore/-/A-85285926?preselect=83105487#lnk=sametab
"Thu, Sep 15, 2022",,,,,Screen Shot 2022-09-15 at 6.38.23 PM,Personal Care,Dr. Scholl's Fungal Nail Light Therapy Revitalizer - 0.33 fl oz,Dr. Scholl's,Open Box,1,$27.99,$27.99,,,Flavio,Own used,,,4.1,,,Target,https://www.target.com/p/dr-scholl-39-s-fungal-nail-light-therapy-revitalizer-0-33-fl-oz/-/A-84921380#lnk=sametab
"Thu, Sep 15, 2022",,,,,Screen Shot 2022-09-15 at 6.37.51 PM,Electronics,"CCA CKX in-Ear Monitors, 6BA+1DD HiFi Stereo Hybrid in-Ear Wired Earphones/Earbuds/Headphones with Detachable Cable 2Pin for Musician Audiophile (Without Mic, Black)",erjigo,New,1,$93.99,$93.99,,,Sell,Waiting to sell,,,,,No review,Amazon,https://www.amazon.com/dp/B08R8VC9CD/ref=cm_sw_r_api_i_RXXQTQ4JRKJ4XKBT4CCH_0?th=1
"Thu, Sep 15, 2022",,,,,Screen Shot 2022-09-15 at 6.37.34 PM,Health,Healthy Care Grape Seed 58000 200 Capsules,Healthy Care,New,1,$36.80,$36.80,,,Liping,Own used,2022-12-01,,4.5,,,Amazon,https://www.amazon.com/Healthy-Care-Grape-58000-Capsules/dp/B07NKCNDYH/ref=rvi_sccl_5/131-8581521-8945701?pd_rd_w=O3IwI&content-id=amzn1.sym.f5690a4d-f2bb-45d9-9d1b-736fee412437&pf_rd_p=f5690a4d-f2bb-45d9-9d1b-736fee412437&pf_rd_r=9GXG9FW3Z19SH50QTX3K&pd_rd_wg=GLYqe&pd_rd_r=887825f1-46cc-4042-85d1-9a947db8c1ed&pd_rd_i=B07NKCNDYH&psc=1
"Thu, Sep 15, 2022",,,,,Screen Shot 2022-09-15 at 6.35.18 PM,"Clothing, Shoes","Ceyramars Retro Round Sunglasses for Women, Pink Sunglasses Womens with Classic Trendy Oversized Sunnies Shades UV400",Ceyramars,New,1,$18.99,$18.99,,,Liping,Own used,,,4,,"2 pairs of glasses, pink and black",Amazon,https://www.amazon.com/Ceyramars-Sunglasses-Classic-Oversized-Blocking/dp/B0B1J46B5P/ref=rvi_sccl_2/131-8581521-8945701?pd_rd_w=EgQOI&content-id=amzn1.sym.f5690a4d-f2bb-45d9-9d1b-736fee412437&pf_rd_p=f5690a4d-f2bb-45d9-9d1b-736fee412437&pf_rd_r=AWKR8KH5NWCVNX0E5R6Z&pd_rd_wg=DZMVS&pd_rd_r=0eba4ece-7390-461e-a400-14f55822decc&pd_rd_i=B0B1J3KKSD&th=1
,,,,,,,,,,,,0,,,,,,,,,,,
"Fri, Sep 16, 2022",1*21,$22.73,$268.20,,IMG_1864,,,,,,,0,,,,,,,,,,,
"Fri, Sep 16, 2022",,,,,Screen Shot 2022-09-16 at 2.53.37 PM,Home,Small Veriegated Leaf - Threshold™,Threshold™,Mint,1,$10.00,$10.00,,,Home,Own used,,,,,,Target,https://www.target.com/p/small-veriegated-leaf-threshold-8482/-/A-83228234
"Fri, Sep 16, 2022",,,,,Screen Shot 2022-09-16 at 3.11.36 PM,Home,"4.9"" x .35"" Glass Plate Candle Holder Clear - Made By Design™",Made By Design™,New,1,$1.99,$1.99,,,Home,Own used,,,,,,Target,https://www.target.com/p/4-9-x-35-glass-plate-candle-holder-clear-made-by-design-8482/-/A-54109554
"Fri, Sep 16, 2022",,,,,Screen Shot 2022-09-16 at 3.11.21 PM,Home,15oz Ceramic Jar 3-Wick Black Label Candle Blood Orange Amber - Threshold™,Threshold™,Open Box,1,$16.00,$16.00,,,Home,Own used,,,,,,Target,https://www.target.com/p/15oz-ceramic-jar-3-wick-black-label-candle-blood-orange-amber-threshold-8482/-/A-82082704#lnk=sametab
"Fri, Sep 16, 2022",,,,,Screen Shot 2022-09-16 at 3.10.51 PM,Beauty,Native Rosé SPF 30 Mineral Sunscreen - 5 fl. oz,Native,New,1,$19.99,$19.99,,,Family,Waiting to sell,,,,,,Target,https://www.target.com/p/native-ros-233-spf-30-mineral-sunscreen-5-fl-oz/-/A-83701346#lnk=sametab
"Fri, Sep 16, 2022",,,,,Screen Shot 2022-09-16 at 3.10.26 PM,Home,8oz Tinted Green Glass Woodwick Candle with Gold Metal Screw Top Lid Vetiver and Moss - Threshold™,Threshold™,New,1,$11.00,$11.00,,,Gifts,Waiting to sell,,,,,,Target,https://www.target.com/p/8oz-tinted-green-glass-woodwick-candle-with-gold-metal-screw-top-lid-vetiver-and-moss-threshold-8482/-/A-83045034#lnk=sametab
"Fri, Sep 16, 2022",,,,,Screen Shot 2022-09-16 at 3.06.59 PM,Home,Jar Candle Full Moon - Home Scents by Chesapeake Bay Candle,Home Scents,Mint,1,$8.99,$8.99,,,Gifts,Waiting to sell,,,,,,Target,https://www.target.com/p/jar-candle-full-moon-home-scents-by-chesapeake-bay-candle/-/A-85819611
"Fri, Sep 16, 2022",,,,,Screen Shot 2022-09-16 at 3.14.24 PM,Beauty,Soap & Glory Sit Tight 4D Firming & Smoothing Body Serum - 4.2oz,Soap & Glory,New,1,$20.99,$20.99,,,Liping,Own used,,,,,,Target,https://www.target.com/p/soap-glory-sit-tight-4d-firming-smoothing-body-serum-4-2oz/-/A-51206965#lnk=sametab
"Fri, Sep 16, 2022",,,,,Screen Shot 2022-09-16 at 3.16.43 PM,Toys,LEGO DOTS Neon Tiger Bracelet & Bag Tag 41945 Building Set,LEGO,New,1,$12.39,$12.39,,,Gifts,Waiting to sell,,,,,,Target,https://www.target.com/p/lego-dots-neon-tiger-bracelet-38-bag-tag-41945-building-set/-/A-83345644#lnk=sametab
"Fri, Sep 16, 2022",,,,,Screen Shot 2022-09-16 at 3.33.16 PM,Beauty,Everyday Humans Rose From Above Mineral Sunscreen Base - SPF 35 - 1.7 fl oz,Everyday Humans,New,1,$25.49,$25.49,,,Liping,Own used,,,,,,Target,https://www.target.com/p/everyday-humans-rose-from-above-mineral-sunscreen-base-spf-35-1-7-fl-oz/-/A-82039916#lnk=sametab
"Fri, Sep 16, 2022",,,,,Screen Shot 2022-09-16 at 4.14.17 PM,"Clothing, Shoes",Boys' Suit Pants - Cat & Jack™ Black,Cat & Jack™,Open Box,1,$18.99,$18.99,,,Adam,Own used,,,,,,Target,https://www.target.com/p/boys-suit-pants-cat-jack-153-black/-/A-50888301?preselect=50769637#lnk=sametab
"Fri, Sep 16, 2022",,,,,IMG_0145,"Clothing, Shoes",Women's Striped Long Sleeve Half Placket Blouse - Universal Thread™,Universal Thread™,New,1,$20.00,$20.00,,,Liping,Own used,,,,,"Color: black, similar to the link",Target,https://www.target.com/p/women-s-striped-long-sleeve-half-placket-blouse-universal-thread/-/A-81393271?preselect=80944979#lnk=sametab
"Fri, Sep 16, 2022",,,,,IMG_0146,Home,Decoration pillow,,New,1,$5.00,$5.00,,,Home,Own used,,,,,Didn’t find it. From target,,
"Fri, Sep 16, 2022",,,,,Screen Shot 2022-09-16 at 5.05.50 PM,Household Essentials,"Fantastik Trigger, reguler, 32 Ounce by Fantastik",Fantastik,New,1,$11.97,$11.97,,,Home,Own used,,,,,,Amazon,https://www.amazon.com/dp/B01NBJHRHJ/ref=cm_sw_r_api_i_JQDMGXTVSZCKNHX1MAFA_0
"Fri, Sep 16, 2022",,,,,Screen Shot 2022-09-16 at 5.08.47 PM,Beauty,"XDAMA Skin Serum, Vitamin B3 Facial Serum Anti Acne Aging Serum for Face Neck and Chest",XDAMA,New,1,$15.99,$15.99,,,Liping,Waiting to sell,,,,,,Amazon,https://www.amazon.com/dp/B088688LKH/ref=cm_sw_r_api_i_FCDK5V2MJ09C0569T7H5_0
"Fri, Sep 16, 2022",,,,,Screen Shot 2022-09-16 at 5.19.39 PM,Toys,"XIN Toy, 216PCS Puzzle Cube 3mm Magnetic Ball Decompression Toy DIY Toy Silver",,New,1,$9.68,$9.68,,,Gifts,Waiting to sell,,,,,"Price is not right in link, similar to link: https://www.walmart.com/ip/216PCS-Puzzle-Cube-3mm-Magnetic-Ball-Decompression-Toy-DIY-Toy-Silver/811124736?wmlspartner=wlpa&selectedSellerId=16214&&adid=22222222227000000000&wl0=&wl1=g&wl2=c&wl3=42423897272&wl4=pla-51320962143&wl5=9032294&wl6=&wl7=&wl8=&wl9=pla&wl10=120798572&wl11=online&wl12=811124736&veh=sem&gclid=EAIaIQobChMI-4r7pcaa-gIV_sLCBB00SQkwEAQYAyABEgLHRPD_BwE&gclsrc=aw.ds",Amazon,https://www.amazon.com/dp/B08XZL525J/ref=cm_sw_r_api_i_5B1HQ087W71PRC2RET23_0
"Fri, Sep 16, 2022",,,,,Screen Shot 2022-09-16 at 5.21.35 PM,Toys,humlbird Crystal Beads for Jewelry Making,,New,1,$18.99,$18.99,,,Gifts,Waiting to sell,,,,,,Amazon,https://www.amazon.com/dp/B097QVFKZ5/ref=cm_sw_r_api_i_H7MG5XER774XNFF454Y9_0
"Fri, Sep 16, 2022",,,,,Screen Shot 2022-09-16 at 5.22.58 PM,Food,"S&B, Golden Curry Japanese curry Mix, Medium Hot, 3.2 oz",S&B,New,1,$2.77,$2.77,,,Family,Own used,,,,,,Amazon,https://www.amazon.com/dp/B0099IJBDQ/ref=cm_sw_r_api_i_1R4YGTNC2NZXAHAFMZZC_0
"Fri, Sep 16, 2022",,,,,Screen Shot 2022-09-16 at 5.26.39 PM,Kitchen & Dining,"Abdodar Glass Spice Jars with Shaker Pour Lid, Seasoning Shakers Glass Bottles Spice Shakers Salt & Pepper Shaker Container Set (black10-S1)",Abdodar,New,1,$16.99,$16.99,,,Home,Own used,,,,,,Amazon,https://www.amazon.com/dp/B091DZFR8Q/ref=cm_sw_r_api_i_NA2NWC3HRMVXRCY88VEQ_0?th=1
"Fri, Sep 16, 2022",,,,,Screen Shot 2022-09-16 at 5.28.01 PM,"Clothing, Shoes",Women Tie Dye 3 Pieces Swimsuit Set Knot Front Off Shoulder Cover Up Bikini Briefs Sets with Beach Skirt,,New,1,$12.99,$12.99,,,Liping,Own used,,,,,"Color: blue, similar to the link",Amazon,https://www.amazon.com/dp/B09SGFY249/ref=cm_sw_r_api_i_NVJZS4Y10KZB69J88QPY_0?psc=1
"Fri, Sep 16, 2022",,,,,Screen Shot 2022-09-16 at 5.30.58 PM,Home,"Mudder Thanksgiving Mini Artificial Pumpkins Autumn Gourds, Maple Leaves Pine Cones Acorns, with LED Simulation Maple Leaf Light String for Fall Garland Halloween Thanksgiving Decorations",,New,1,$7.99,$7.99,,,Home,Own used,,,,,,,https://www.amazon.com/dp/B096KFDTQB/ref=cm_sw_r_api_i_BXQZ9CVPVXNVYRY7D9QZ_0
,,,,,,,,,,,,0,,,,,,,,,,,
"Sat, Sep 17, 2022",0.25*23,$6.18,$282.22,,IMG_1865,,,,,,,0,,,,,,,,,,,
"Sat, Sep 17, 2022",,,,,Screen Shot 2022-09-16 at 3.16.43 PM,Toys,LEGO DOTS Neon Tiger Bracelet & Bag Tag 41945 Building Set,LEGO,Mint,1,$12.39,$12.39,,,Gifts,Waiting to sell,,,,,,Target,https://www.target.com/p/lego-dots-neon-tiger-bracelet-38-bag-tag-41945-building-set/-/A-83345644#lnk=sametab
"Sat, Sep 17, 2022",,,,,Screen Shot 2022-09-17 at 5.23.46 PM,Electronics,"NBHANYUAN Solar Table Lamp with USB Charge and in-Charge Port Dimmable Touch 5 Modes Night Light for Bedroom Office Living Room and Outdoor, 3.7V 1600mAh Stainless Steel",NBHANYUAN,Open Box,1,$39.99,$39.99,,,Family,Own used,,,,,,Amazon,https://www.amazon.com/dp/B07YWS6VZJ/ref=cm_sw_r_api_i_57TSEC6YXS55PD1QXK5S_0?_encoding=UTF8&psc=1
"Sat, Sep 17, 2022",,,,,Screen Shot 2022-09-17 at 5.31.29 PM,Household Essentials,Eazyhoon Protection Eyewear Anti-fog/Anti-splash/UV Protection Clear Lens Safety Glasses,Eazyhoon,New,1,$11.99,$11.99,,,Family,Own used,,,,,,Amazon,https://www.amazon.com/dp/B08DRHJP5D/ref=cm_sw_r_api_i_A37CCJB9ZQ2P6WHEJ6YG_0?_encoding=UTF8&psc=1
"Sat, Sep 17, 2022",,,,,Screen Shot 2022-09-17 at 5.32.14 PM,Kitchen & Dining,"Waldeal I Can't Fix Stupid but I can Xray It Wine Tumbler Vacuum Insulated Wine Glasses Cups With Lid and Straw For Medics, Friends, Coworkers Gifts 12 OZ Rose Gold",Waldeal,New,1,$5.99,$5.99,,,Family,Own used,,,,,,Amazon,https://www.amazon.com/dp/B09CKYHJNB/ref=cm_sw_r_api_i_9FZR0AH9PA89DSG6Y29H_0
"Sat, Sep 17, 2022",,,,,Screen Shot 2022-09-17 at 5.43.30 PM,Household Essentials,ADA982 Digital Tire Pressure Gauge 150 PSI- 4 Pressure Measurements Tire Gauge for Car Truck Motorcycle Bicycle with Backlit LCD and Non-Slip Grip ( Silver ),ADA982,New,1,$15.99,$15.99,,,Family,Own used,,,4.5,,,Amazon,https://www.amazon.com/dp/B08WHKS3B9/ref=cm_sw_r_api_i_DQAWX2WJAGZ3AMEEHEGV_0
"Sat, Sep 17, 2022",,,,,Screen Shot 2022-09-17 at 5.43.47 PM,Food,"Hills Bros Decaf French Vanilla Cappuccino Mix, Easy to Use, Enjoy Coffeehouse Flavor at Home-Decadent with Sweet Notes and No Caffeine, 16 Ounce",Hills Bros,New,2,$3.01,$6.02,,,Family,Own used,,,4.5,,,Amazon,https://www.amazon.com/dp/B002SIDKPE/ref=cm_sw_r_api_i_WMP65X4DH6C4GANX24JE_0
"Sat, Sep 17, 2022",,,,,Screen Shot 2022-09-17 at 5.40.46 PM,"Arts, Crafts & Sewing",Oblero Place Card Holders for Table and Weddings - Silver 20 Pc Set with Flower Design - Beautiful Small Sign Holders with Name Cards and Markers,OBLERO,New,1,$13.94,$13.94,,,Home,Waiting to sell,,,5,,,Amazon,https://www.amazon.com/dp/B09BXSG61T/ref=cm_sw_r_api_i_4N1S9C991RYYWYDJE585_0
