Date,$ * #,Invoice,Market Value,Image,Image name,Category,Item name,Brand,Status,Count,Unit price,Total Market Price,Original Price,eBay Price,Use For,Status,Expired date,Sold date,Reviews,Recommend,Comments,From,Link
"Tue, Nov 1, 2022",,,,,Screen Shot 2022-11-01 at 4.35.28 PM,Health,"Emergen-C 1000mg Vitamin C Powder for Daily Immune Support Caffeine Free Vitamin C Supplements with Zinc and Manganese, B Vitamins and Electrolytes, Super Orange Flavor - 60 Count/2 Month Supply",Emergen-C,New,1,$17.98,$17.98,,,Adults,Own used,2024-01-01,,4.8,,,Amazon,https://www.amazon.com/dp/B00NNOV1US/ref=cm_sw_r_api_i_K1HKNRM630ZZ8AYJ8M4H_0
"Tue, Nov 1, 2022",,,,,Screen Shot 2022-11-01 at 4.35.47 PM,Toys,LEGO Minifigures Series 23 6 Pack 71036 Building Toy Set,LEGO,New,1,$29.99,$29.99,,,Sell,Waiting to sell,,,3.7,,,Amazon,https://www.target.com/p/lego-minifigures-series-23-6-pack-71036-building-toy-set/-/A-86050135
,,,,,,,,,,,,0,,,,,,,,,,,
"Wed, Nov 2, 2022",4*5,$21.65,$249.91,,IMG_2045,,,,,,,0,,,,,,,,,,,
"Wed, Nov 2, 2022",,,,,Screen Shot 2022-11-03 at 9.29.19 PM,Toys,Ryan's Dart Tag The Ranger Build'n'Blast Case,Ryan’s World,Mint,1,$26.99,$26.99,,,Adam,Own used,,,2.8,,,Target,https://www.target.com/p/ryan-39-s-dart-tag-the-ranger-build-39-n-39-blast-case/-/A-81968494
"Wed, Nov 2, 2022",,,,,Screen Shot 2022-11-03 at 9.45.26 PM,Toys,"PANLOS 862 PCS Robot Building Toys, 8 in 1 Creative Construction Transform Racing Car Building Bricks Vehicles Kit, STEM Learning Building Blocks Set, Birthday Gifts for Kids Boys Girls Age 6-14",PANLOS,New,1,$28.99,$28.99,,,Sell,Waiting to sell,,,4.1,,,Amazon,https://www.amazon.com/dp/B087MZ6J7C?ref_=cm_sw_r_apin_dp_1XW0QM50GWSKVV51ST25
"Wed, Nov 2, 2022",,,,,Screen Shot 2022-11-03 at 9.52.33 PM,Toys,FAO Schwarz Microphone with Stand and Tablet Holder,FAO,Open Box,1,$34.99,$34.99,,,Kids,Own used,,,4.5,,,Target,https://www.target.com/p/fao-schwarz-microphone-with-stand-and-tablet-holder/-/A-85433459
"Wed, Nov 2, 2022",,,,,Screen Shot 2022-11-03 at 9.52.33 PM,Food,"Organic Cacao Powder, - Unsweetened Cacao Powder With Rich Dark Chocolate Flavor, Perfect for Baking & Smoothies, Non-GMO, Certified Vegan & Gluten-Free, 907 g,2 Pound (Pack of 1)",Viva Naturals Store,New,6,$15.99,$95.94,,,Family,Waiting to sell,2022-12-31,,4.7,,6 pack in a box,Amazon,"Organic Cacao Powder, - Unsweetened Cacao Powder With Rich Dark Chocolate Flavor, Perfect for Baking & Smoothies, Non-GMO, Certified Vegan & Gluten-Free, 907 g,2 Pound (Pack of 1)"
"Wed, Nov 2, 2022",,,,,Screen Shot 2022-11-03 at 10.03.10 PM,School & Office Suppilies,"Paper tray ( color: blue, green, yellow)",,New,21,$3.00,$63.00,,,Sell,Waiting to sell,,,,,Sold out in target,Target,
,,,,,,,,,,,,0,,,,,,,,,,,
"Thu, Nov 3, 2022",4*11,$23.16,$271.61,,IMG_2047,,,,,,,0,,,,,,,,,,,
"Thu, Nov 3, 2022",,,,,Screen Shot 2022-11-03 at 10.11.09 PM,Electronics,"Creative BT-W3 Bluetooth 5.0 USB-C Audio Transmitter, aptX LL and aptX HD, 3.5 mm Analog Mic for Voice Chat Support, Codec Indicator and Selection, Plug-and-Play for PS4, Nintendo Switch, PC, and Mac",Creative,New,1,$34.99,$34.99,,,Flavio,Own used,,,4.2,,,Amazon,https://www.amazon.com/dp/B089PYFLBN?ref_=cm_sw_r_apin_dp_9FCGW2Z8GTY1K87NMEP8
"Thu, Nov 3, 2022",,,,,Screen Shot 2022-11-03 at 10.12.39 PM,Electronics,"Scientific Calculator with Graphic Functions - Multiple Modes with Intuitive Interface - Perfect for Beginner and Advanced Courses, High School or College",CATIGA,Mint,1,$38.99,$38.99,,,Kids,Waiting to sell,,,4.3,,,Amazon,https://www.amazon.com/dp/B07J65SZ46?ref_=cm_sw_r_apin_dp_2DF8JBJXZ90SGNXA7MBX&th=1
"Thu, Nov 3, 2022",,,,,Screen Shot 2022-11-03 at 10.19.22 PM,Others,"Purse Organizer Insert, Bag Organizer, Bag in Bag, Perfect for Speedy Neverfull and More, 5 Size",Himai,New,1,$24.66,$24.66,,,Liping,Own used,,,4.4,,Size: Slender Large,Amazon,https://www.amazon.com/dp/B08KD74JYM?ref_=cm_sw_r_apin_dp_NSQQW5GC27A5MDZKAN18&th=1&psc=1
"Thu, Nov 3, 2022",,.,,,Screen Shot 2022-11-03 at 10.21.08 PM,Household Essentials,"Baby Diaper Caddy Organizer Large Tote - Baby Diaper Organizer Caddy Perfect for Nursery Changing Table, New Born Shower, Car Storage Basket or Moving Room to Room - Boy or Girl",Sarvoza,Open Box,1,$14.99,$14.99,,,Family,Own used,,,4.3,,,Amazon,"https://www.amazon.com/Baby-Diaper-Caddy-Organizer-Tote/dp/B08WJW568Q/ref=sr_1_49_sspa?crid=1IBC1KBU0JO40&keywords=Baby+Diaper+Basket&qid=1667539229&qu=eyJxc2MiOiI1LjQ5IiwicXNhIjoiNS4xNyIsInFzcCI6IjQuNTgifQ==&s=baby-products&sprefix=baby+diaper+basket,baby-products,353&sr=1-49-spons&th=1"
"Thu, Nov 3, 2022",,,,,Screen Shot 2022-11-03 at 10.26.27 PM,Toys,2 Pack Halloween Purge Light Up Mask Glow Costume Neon Face Masks Led Scary Scream Rave Cool Glowing for Adults Men Women Teens Kids Girls Boys Parties Movie La Máscara 3 Light Modes Purple Red,Gyothrig,New,1,$9.99,$9.99,,,Family,Own used,,,3.9,,,Amazon,https://www.amazon.com/dp/B0B3R9124B?ref_=cm_sw_r_apin_dp_4EB7NAT3XGM57FDA8D9X
"Thu, Nov 3, 2022",,,,,Screen Shot 2022-11-03 at 10.27.45 PM,"Clothing, Shoes",Girls' Long Sleeve Button-Down Shirt - Cat & Jack™ Dark Green,Cat & Jack,New,1,$15.00,$15.00,,,Sofia,Own used,,,,,,Target,https://www.target.com/p/girls-39-long-sleeve-button-down-shirt-cat-38-jack-8482-dark-green-xl/-/A-85959861
"Thu, Nov 3, 2022",,,,,Screen Shot 2022-11-03 at 10.29.12 PM,Beauty,"La Roche Posay Anthelios Sunscreen, Melt In Milk Lotion Face and Body Sunscreen - SPF 60 - 3oz",La Roche Posay,Open Box,1,$24.99,$24.99,,,Liping,Own used,2025-06-01,,4.5,,,Target,https://www.target.com/p/la-roche-posay-anthelios-sunscreen-melt-in-milk-lotion-face-and-body-sunscreen-spf-60-3oz/-/A-75573636
"Thu, Nov 3, 2022",,,,,Screen Shot 2022-11-03 at 10.43.16 PM,Home,Rattan Tulip Curtain Rod Matte Black - Opalhouse™ designed with Jungalow™,Opalhouse,Open Box,1,$30.00,$30.00,,,Home,Own used,,,4.9,,,Target,https://www.target.com/p/36-34-66-34-rattan-tulip-curtain-rod-matte-black-opalhouse-8482-designed-with-jungalow-8482/-/A-81836611
"Thu, Nov 3, 2022",,,,,Screen Shot 2022-11-03 at 10.49.27 PM,Food,"Trolli Rick & Morty Variety Pack, 5oz (Pack of 8)",Trolli,New,2,$20.99,$41.98,,,Gifts,Waiting to sell,2023-05-01,,4.5,,Christmas gift pack,Amazon,https://www.amazon.com/dp/B0B3SF4PSL?ref_=cm_sw_r_apin_dp_9WB51PDDE3VTQN42BYXV
"Thu, Nov 3, 2022",,,,,Screen Shot 2022-11-03 at 10.50.16 PM,Food,"SOUR PATCH KIDS Original Candy, SOUR PATCH KIDS Watermelon Candy & SWEDISH FISH Candy Variety Pack, Christmas Candy Stocking Stuffers, 15 Movie Theater Candy Boxes",Sour Patch,New,2,$18.01,$36.02,,,Gifts,Waiting to sell,2023-03-01,,4.7,,Christmas gift pack,Amazon,https://www.amazon.com/dp/B087Z6RY25?ref_=cm_sw_r_apin_dp_71MV43CJRR415MRQXWBP
,,,,,,,,,,,,0,,,,,,,,,,,
"Fri, Nov 4, 2022",1*10,$10.82,$189.43,,IMG_2049,,,,,,,0,,,,,,,,,,,
"Fri, Nov 4, 2022",,,,,Screen Shot 2022-11-07 at 2.41.35 PM,Toys,"Halloween Gnome Plush for Outside Ornaments, Handmade Doll with Pumpkin Long Leg, Swedish Tomte Elf Home Holiday Party Decorations, Thanksgiving Gifts, 28 Inch",WORLDECO,New,1,$16.99,$16.99,,,Home,Own used,,,5,,,Amazon,https://www.amazon.com/dp/B0969XGHJZ/ref=cm_sw_r_api_i_C3Z41VSCGZEABQ4W7E9S_0
"Fri, Nov 4, 2022",,,,,Screen Shot 2022-11-07 at 2.42.41 PM,Toys,"Halloween Fall Sitting Thanksgiving Gnome for Decorations, Handmade Swedish Tomte Gnomes Christmas Elf Gifts, Collectible Figurine Thanksgiving Holiday Party Harvest Ornaments, 22 Inch",WORLDECO,Mint,1,$14.99,$14.99,,,Home,Own used,,,5,,,Amazon,https://www.amazon.com/dp/B0969YMZYR/ref=sbl_dpx_bedding-throw-pillows_B0969XGHJZ_0
"Fri, Nov 4, 2022",,,,,Screen Shot 2022-11-07 at 2.59.29 PM,Others,"Purse Organizer Insert, Handbag Organizer, Bag in Bag Organizer, Perfect for Speedy Neverfull and More, 5 Sizes (Medium, Lighting Coffee)",Himai,Mint,2,$22.66,$45.32,,,Sell,Waiting to sell,,,4.5,,,Amazon,https://www.amazon.com/dp/B08MLJ3PD2/ref=cm_sw_r_api_i_80TNVB61NAXHZEZ5548W_0?th=1
"Fri, Nov 4, 2022",,,,,Screen Shot 2022-11-07 at 2.58.07 PM,Others,"Purse Organizer Insert, Bag Organizer, Bag in Bag, Perfect for Speedy Neverfull and More, 5 Size ( Slender Medium, Pink)",Himai,Mint,1,$25.66,$25.66,,,Sell,Waiting to sell,,,4.4,,,Amazon,https://www.amazon.com/dp/B08C2QDYYY/ref=emc_b_5_t?th=1&psc=1
"Fri, Nov 4, 2022",,,,,Screen Shot 2022-11-07 at 3.00.32 PM,"Arts, Crafts & Sewing",Jason KwoK 4800+ Bright Colorful Parts for Loom Bands Set Bracelet Making Kit DIY Band Bracelet Girls and Boys Gift,Jason KwoK,New,1,$32.78,$32.78,,,Sell,Waiting to sell,,,,,,Amazon,https://www.amazon.com/dp/B09HTY4XFT/ref=cm_sw_r_api_i_VGSJXPX8TKNY25WST83Z_0
"Fri, Nov 4, 2022",,,,,Screen Shot 2022-11-07 at 3.17.33 PM,Home,"Halloween C9 String Lights Red Purple, 50LED 33FT Outdoor Christmas Fairy Lights, Extendable Green Wire String Lights, 29V Safe Adaptor for Patio Xmas Tree Wedding Holiday Party Decorations",,Open Box,1,$19.99,$19.99,,,Home,Own used,,,,,Purple,Amazon,"https://www.amazon.com/Halloween-Outdoor-Christmas-Extendable-Decorations/dp/B0B7JLCB54/ref=sr_1_22?crid=2QB9FV7G4CJ4A&keywords=c9+string+lights+led+50+purple&qid=1667862300&sprefix=c9+string+lights+led+50+purple,aps,152&sr=8-22&th=1"
"Fri, Nov 4, 2022",,,,,Screen Shot 2022-11-07 at 3.17.18 PM,Health,Aveeno Baby Eczema Therapy Moisturizing Cream - 12 fl oz,Aveeno,New,1,$19.79,$19.79,,,Adam,Own used,2023-10-01,,4.7,,,Amazon,https://www.target.com/p/aveeno-baby-eczema-therapy-moisturizing-cream-12-fl-oz/-/A-50907692
"Fri, Nov 4, 2022",,,,,Screen Shot 2022-11-07 at 3.18.26 PM,Food,"S&B Chili Oil with Crunchy Garlic, 3.9 Ounce",S&B,New,1,$7.91,$7.91,,,Family,Own used,,,4.6,,,Amazon,https://www.amazon.com/Chili-Oil-Crunchy-Garlic-Ounce/dp/B00BF028XQ/ref=pd_ybh_a_sccl_23/142-5586026-9999250?pd_rd_w=pAR2Q&content-id=amzn1.sym.67f8cf21-ade4-4299-b433-69e404eeecf1&pf_rd_p=67f8cf21-ade4-4299-b433-69e404eeecf1&pf_rd_r=7YRHQBYK1CXH9SX7MVD3&pd_rd_wg=ItMO8&pd_rd_r=2a20950a-f01c-43e7-b2be-3ccbaad98317&pd_rd_i=B00BF028XQ&psc=1
"Fri, Nov 4, 2022",,,,,Screen Shot 2022-11-07 at 3.26.22 PM,"Clothing, Shoes",Boys' Moon Phases Graphic Short Sleeve T-Shirt - Cat & Jack™ Black,Cat & Jack™,Mint,1,$6.00,$6.00,,,Kids,Own used,,,,,Sold out in target (L size for 12 - 14),Target,https://www.target.com/p/boys-moon-phases-graphic-short-sleeve-t-shirt-cat-jack-black/-/A-83688481?preselect=83608009#lnk=sametab
,,,,,,,,,,,,0,,,,,,,,,,,
"Sat, Nov 5, 2022",0.25*25,$6.56,$332.06,,IMG_2051,,,,,,,0,,,,,,,,,,,
"Sat, Nov 5, 2022",,,,,IMG_2000,"Clothing, Shoes",Women's Tie-Strap Tiered Tank Top - Universal Thread™ - size: S,Universal Thread™,New,1,$22.00,$22.00,,,Sell,Waiting to sell,,,1.9,,Sold out in target,eBay,https://www.ebay.com/itm/225212801626?hash=item346fbaa25a:g:GSgAAOSw75xjUEya&amdata=enc:AQAHAAAA0PJGC5HQRItihhniuzCDNYHmhJnep+yS00DWlCBaNkpk8genaDqK1AUEZlmjw/YyoOitCXFD1GAzxeGEJEMhdFnSjDP+WNhZBwmyGMAJIBGLxcAWjiPSuqRrynWBduAVbtDfNm2fP9Q7xllDB6rLxzCu44THzxlLtiAy1UwoillpYIiHXD9XPLQDMX18o//VLK3Kq+WF4b4hDzorM1FGh3kt7BiCvKJetzs9UrItXr1MyY1jiu1dSgVrBsrSBDXS/2VL2P1T12yVOWXq2Qu4FZ4=|tkp:Bk9SR4ba78uKYQ
"Sat, Nov 5, 2022",,,,,Screen Shot 2022-11-07 at 3.18.26 PM,Food,"S&B Chili Oil with Crunchy Garlic, 3.9 Ounce",S&B,New,1,$7.91,$7.91,,,Family,Own used,,,4.6,,,Amazon,https://www.amazon.com/Chili-Oil-Crunchy-Garlic-Ounce/dp/B00BF028XQ/ref=pd_ybh_a_sccl_23/142-5586026-9999250?pd_rd_w=pAR2Q&content-id=amzn1.sym.67f8cf21-ade4-4299-b433-69e404eeecf1&pf_rd_p=67f8cf21-ade4-4299-b433-69e404eeecf1&pf_rd_r=7YRHQBYK1CXH9SX7MVD3&pd_rd_wg=ItMO8&pd_rd_r=2a20950a-f01c-43e7-b2be-3ccbaad98317&pd_rd_i=B00BF028XQ&psc=1
"Sat, Nov 5, 2022",,,,,Screen Shot 2022-11-07 at 5.08.27 PM 2,Kitchen & Dining,"Dinosaur Party Supplies Decorations Balloons Garland Kit with Golden ROAR Little Dino Party Decorations Set for Kids 1 2 3 4 Birthday Party, Baby Shower, Bridal shower Decorations By REZIPO",REZIPO,Mint,1,$16.99,$16.99,,,Sell,Waiting to sell,,,4.6,,For kids birthday party decoration,Amazon,https://www.amazon.com/dp/B085XBY5DL/ref=cm_sw_r_api_i_TWF3FJB25P8EASBZV7VC_0
"Sat, Nov 5, 2022",,,,,Screen Shot 2022-10-29 at 7.37.30 PM,"Arts, Crafts & Sewing","Happy Birthday 3D Pop Up Card 5.9 x 7.8 - Carnival Birthday Card Anniversary, Celebration, Birthday Party Cards for Kids and Boys Girls Friends Gifts with Envelopes and Card",,New,1,$6.99,$6.99,,,Sell,Waiting to sell,,,4.5,,,Amazon,https://www.amazon.com/dp/B09WDTGVRT/ref=cm_sw_r_api_i_AHWRZMVXHW85W6J7HHDZ_0
"Sat, Nov 5, 2022",,,,,Screen Shot 2022-11-07 at 5.12.04 PM,Electronics,Gleiven Silicone Bands Compatible with Apple Watch Band Soft Silicone Sport bands Wristbands Replacement Strap iWatch Series SE 7 6 5 4 3 2 1 for Women Men,,New,1,$9.99,$9.99,,,Flavio,Own used,,,4.9,,,Amazon,https://www.amazon.com/dp/B0964RZ314/ref=cm_sw_r_api_i_2FDDDH4K4VR25Y6W20RG_0
"Sat, Nov 5, 2022",,,,,Screen Shot 2022-11-07 at 5.16.23 PM,Home,"16"" Full Body Halloween Pumpkin Skeleton Ornament,Skeleton Pendant with Posable Joints for Haunted House Props Decorations Garden Party Festival Events, Halloween Decorations 1PC",,New,1,$5.99,$5.99,,,Home,Own used,,,4.8,Amazon’s Choice,,Amazon,https://www.amazon.com/dp/B0B1Q9MR2M/ref=cm_sw_r_api_i_C2JPVCKF6E404PZNYX6M_0
"Sat, Nov 5, 2022",,,,,Screen Shot 2022-11-07 at 5.22.41 PM,Kitchen & Dining,"2 Pack Halloween Haunted House and Spider Tablecloths with 12 Pcs Halloween Balloons, Trick or Treat Halloween Tablecloth - Halloween Rectangle Table Cover for Halloween Decorations and Party Supplies",,New,1,$19.99,$19.99,,,Sell,Waiting to sell,,,4.5,,,Amazon,https://www.amazon.com/dp/B0B6S7ZBK8/ref=cm_sw_r_api_i_9EBDN7NWR5VX01GPP06R_0
"Sat, Nov 5, 2022",,,,,Screen Shot 2022-11-07 at 5.28.16 PM,Home,"FLAGMESAGE LED Lighted Garden Flag, Double-Sided Happy Halloween Flag For Garden Patio Lawn Yard Outside Vertical Garden Flag 12x18 Inch Halloween Decor",,New,1,$29.99,$29.99,,,Home,Waiting to sell,,,4.3,,,Amazon,https://www.amazon.com/dp/B0991Y73ZS/ref=cm_sw_r_api_i_BS08R3BH00Z07Y8NFX7G_0
"Sat, Nov 5, 2022",,,,,Screen Shot 2022-11-07 at 5.36.02 PM,Electronics,"ESR Yippee Trifold Smart Case for iPad Air 3 10.5"" 2019, Auto Sleep/Wake Lightweight Stand Case, Hard Back Cover for Ipad Air (3Rd Gen) 10.5"" 2019, Black",ESR,New,1,$10.98,$10.98,,,Liping,Own used,,,4.5,,,Amazon,https://www.amazon.com/dp/B07NQCVGJ4/ref=cm_sw_r_api_i_P4RZN2XHNEC4A920K9ZC_0?th=1
"Sat, Nov 5, 2022",,,,,Screen Shot 2022-11-07 at 5.35.39 PM,Food,"SweetLeaf Sweet Drops Liquid Stevia Sweetener, Vanilla Creme, 2 Fl Ounce",SweetLeaf,New,2,$8.99,$17.98,,,Family,Waiting to sell,2022-11-01,,4.5,,,Amazon,https://www.amazon.com/dp/B000E8WIAS/ref=cm_sw_r_api_i_ZT8JQMKV6C568JVE3XDN_0
"Sat, Nov 5, 2022",,,,,Screen Shot 2022-11-07 at 5.45.13 PM,Electronics,"[4 Pack] for Samsung Galaxy S22 Ultra Camera Lens Protector Cover, 9H S22 Ultra 5G Tempered Glass Camera Screen Protector, Case Friendly, Not Affect Flash, Perfect Night Shot Mode & Case Friendly Design",,New,1,$19.99,$19.99,,,Family,Waiting to sell,,,,,,Amazon,https://www.amazon.com/dp/B0B5ZR21QS/ref=cm_sw_r_api_i_ST471M1JFA44CG6YYQM7_0
"Sat, Nov 5, 2022",,,,,Screen Shot 2022-11-07 at 5.44.58 PM,Food,"The Spice Hunter Organic Mexican Seasoning Blend, 1.4 oz. jar",,New,1,$2.95,$2.95,,,Family,Own used,2024-03-01,,4.7,Amazon’s Choice,,Amazon,https://www.amazon.com/dp/B00BEQP1TY/ref=cm_sw_r_api_i_DJXYDVXJTQ4MF904P63R_0
"Sat, Nov 5, 2022",,,,,Screen Shot 2022-11-07 at 5.44.44 PM,Food,"Hakubaku, Made in Australia The Japanese Way, Organic Soba, 9.5 oz",Hakubaku,New,3,$5.87,$17.61,,,Family,Own used,2025-02-01,,4.6,Amazon’s Choice,,Amazon,https://www.amazon.com/dp/B000VK109Y/ref=cm_sw_r_api_i_28X41WKKY8S0CKD4ATBZ_0
"Sat, Nov 5, 2022",,,,,Screen Shot 2022-11-07 at 5.49.45 PM,Food,"Intelligentsia Coffee Gifts, Light Roast Ground Coffee - House 12 Ounce Bag with Flavor Notes of Milk Chocolate, Citrus, and Apple",Intelligentsia,New,1,$14.99,$14.99,,,Flavio,Own used,2022-11-01,,4.4,Amazon’s Choice,,Amazon,https://www.amazon.com/dp/B07W7PTQFM/ref=cm_sw_r_api_i_WJ44Y3KDJCQBNRT9RHAD_1
"Sat, Nov 5, 2022",,,,,Screen Shot 2022-11-07 at 5.49.35 PM,Food,"Intelligentsia Coffee Gifts, Medium Roast Whole Bean Coffee - Black Cat Espresso 12 Ounce Bag with Flavor Notes of Stone Fruit, Dark Sugars and Dark Chocolate",Intelligentsia,New,1,$15.99,$15.99,,,Flavio,Own used,2022-11-01,,4.1,Amazon’s Choice,,Amazon,https://www.amazon.com/dp/B0055ZRUOO/ref=cm_sw_r_api_i_G905DYGZ9EZVGKVCYW1Z_0
"Sat, Nov 5, 2022",,,,,Screen Shot 2022-11-07 at 5.51.58 PM,Food,"Stumptown Coffee Roasters, Medium Roast Whole Bean Coffee Gifts - Hair Bender 12 Ounce Bag with Flavor Notes of Citrus and Dark Chocolate",STUMPTOWN COFFEE ROASTERS,New,3,$14.99,$44.97,,,Flavio,Own used,2022-11-01,,4.3,,,Amazon,https://www.amazon.com/dp/B008J4WEBM/ref=cm_sw_r_api_i_2KV58QAJFWWDCYKKKS9N_0
"Sat, Nov 5, 2022",,,,,Screen Shot 2022-11-07 at 5.56.23 PM,Food,"Hellmann's Real Mayonnaise For a Creamy Condiment for Sandwiches and Simple Meals To Go Packets Gluten Free 3.8 oz, 10 Count, Pack of 6",Hellmann's,New,2,$21.66,$43.32,,,Family,Own used,2022-11-25,,4.4,,#1 Best Seller in Mayonnaise,Amazon,"https://www.amazon.com/Hellmanns-Packets-Real-Mayonnaise-Count/dp/B06XCV42YC/ref=sr_1_1?crid=24C99MW9OUYXL&keywords=Hellmann's+Real+Mayonnaise+For+a+Creamy+Condiment+for+Sandwiches+and+Simple+Meals+Mayonnaise+To+Go+Packets+Gluten+Free&qid=1667872356&rdc=1&s=grocery&sprefix=hellmann's+real+mayonnaise+for+a+creamy+condiment+for+sandwiches+and+simple+meals+mayonnaise+to+go+packets+gluten+free,grocery,301&sr=1-1"
"Sat, Nov 5, 2022",,,,,Screen Shot 2022-11-07 at 6.02.26 PM,Beauty,"Maybelline Dream Fresh Skin Hydrating BB cream, 8-in-1 Skin Perfecting Beauty Balm with Broad Spectrum SPF 30, Sheer Tint Coverage, Oil-Free, Medium, 1 Fl Oz",Maybelline New York,New,1,$7.44,$7.44,,,Sell,Waiting to sell,2024-01-01,,4.5,Amazon’s Choice,,Amazon,https://www.amazon.com/Maybelline-New-York-Makeup-Skintones/dp/B008C131AK/ref=pd_ybh_a_sccl_13/142-5586026-9999250?pd_rd_w=rCQLS&content-id=amzn1.sym.67f8cf21-ade4-4299-b433-69e404eeecf1&pf_rd_p=67f8cf21-ade4-4299-b433-69e404eeecf1&pf_rd_r=NEKBHCE7879K0RRHW6S0&pd_rd_wg=Ksdtn&pd_rd_r=54038b4f-0bb9-4c96-9f29-e0425ada175b&pd_rd_i=B008C131AK&psc=1
"Sat, Nov 5, 2022",,,,,Screen Shot 2022-11-07 at 10.04.49 PM,Beauty,Black Girl Sunscreen Broad Spectrum - SPF 30 - 3 fl oz,Black Girl Sunscreen,Open Box,1,$15.99,$15.99,,,Liping,Own used,2025-04-25,,4.8,Amazon’s Choice,,Target,https://www.target.com/p/black-girl-sunscreen-broad-spectrum-spf-30-3-fl-oz/-/A-76157877
,,,,,,,,,,,,0,,,,,,,,,,,
"Tue, Nov 8, 2022",6*7,$45.46,$544.97,,IMG_2059,,,,,,,0,,,,,,,,,,,
"Tue, Nov 8, 2022",,,,,Screen Shot 2022-11-08 at 11.11.42 PM,"Clothing, Shoes",Women's Clover Flats - A New Day™ ( size: 9),A New Day,New,1,$29.99,$29.99,,,Sell,Waiting to sell,,,3.6,,,Target,https://www.target.com/p/women-s-clover-flats-a-new-day/-/A-85320713
"Tue, Nov 8, 2022",,,,,Screen Shot 2022-11-08 at 11.14.17 PM,Electronics,TP-Link AX3000 WiFi 6 Dual Band Router,TP-LINK,Open Box,1,$99.99,$99.99,,,Home,Own used,,,4.6,,,Target,https://www.target.com/p/tp-link-ax3000-wifi-6-dual-band-router--no-aasa/-/A-79847621
"Tue, Nov 8, 2022",,,,,Screen Shot 2022-11-08 at 11.19.02 PM,Home,Cool Touch Memory Foam Bed Pillow - Made By Design™,Design™,New,1,$35.00,$35.00,,,Adam,Own used,,,4,,,Target,https://www.target.com/p/cool-touch-memory-foam-bed-pillow-made-by-design-153/-/A-53136433
"Tue, Nov 8, 2022",,,,,Screen Shot 2022-11-08 at 11.19.41 PM,Furniture,Ceylon Woven Dining Chair - White & Natural Wood - Opalhouse™,Opalhouse™,Open Box,1,$150.00,$150.00,,,Home,Own used,,,4.4,,,Target,https://www.target.com/p/ceylon-woven-dining-chair-white-natural-wood-opalhouse/-/A-76506247
"Tue, Nov 8, 2022",,,,,Screen Shot 2022-09-13 at 6.41.15 PM,Home,Diamond Printed Accent Aztec Rug Black - Opalhouse™,Opalhouse™,New,1,$50.00,$50.00,,,Home,Own used,,,4.3,,,Target,https://www.target.com/p/diamond-printed-accent-aztec-rug-black-opalhouse/-/A-79696280?preselect=79494685#lnk=sametab
"Tue, Nov 8, 2022",,,,,Screen Shot 2022-11-08 at 11.50.07 PM,"Clothing, Shoes",Delta Slip-On Apparel Water Shoes - All in Motion™ (Size: 6),All in Motion™,New,1,$24.99,$24.99,,,Sell,Waiting to sell,,,4.2,,,Target,https://www.target.com/p/kids-39-delta-slip-on-apparel-water-shoes-all-in-motion-8482-black-6/-/A-83377829
"Tue, Nov 8, 2022",,,,,Screen Shot 2022-11-08 at 11.50.16 PM,Furniture,Lynwood Slipcover Style Cube Non-Removable Gray - Threshold™ designed with Studio McGee,Threshold™ designed with Studio McGee,Open Box,1,$95.00,$95.00,,,Home,Own used,,,4.6,,,Target,https://www.target.com/p/lynwood-slipcover-style-cube-non-removable-gray-threshold-8482-designed-with-studio-mcgee/-/A-84730546
"Tue, Nov 8, 2022",,,,,Screen Shot 2022-11-08 at 11.55.04 PM,Kitchen & Dining,Evanston Silverware Set 45-pc. Stainless Steel - Threshold™,Threshold™,New,1,$60.00,$60.00,,,Home,Waiting to sell,,,3.8,,Yuda gave to me for free,Target,https://www.target.com/p/evanston-silverware-set-45-pc-stainless-steel-threshold-8482/-/A-14152125
,,,,,,,,,,,,0,,,,,,,,,,,
"Wed, Nov 9, 2022",4*11,$47.63,$468.95,,IMG_2064,,,,,,,0,,,,,,,,,,,
"Wed, Nov 9, 2022",,,,,Screen Shot 2022-11-09 at 10.34.07 PM,Toys,Disney Pixar Lightyear Alpha Class Alisha Hawthorne & Buzz Lightyear Figures 2pk (Target Exclusive),Disney,New,1,$42.99,$42.99,,,Sell,Waiting to sell,,,4.9,,,Target,https://www.target.com/p/disney-pixar-lightyear-alpha-class-alisha-hawthorne-38-buzz-lightyear-figures-2pk-target-exclusive/-/A-83722269
"Wed, Nov 9, 2022",,,,,Screen Shot 2022-11-09 at 10.34.50 PM,Toys,Marvel Studios' Black Panther Legacy Wakanda FX Battle Claws Light-Up Role Play Toy,Marvel,Mint,1,$38.99,$38.99,,,Sell,Waiting to sell,,,4.6,,,Target,https://www.target.com/p/marvel-studios-39-black-panther-legacy-wakanda-fx-battle-claws-light-up-role-play-toy/-/A-84794247
"Wed, Nov 9, 2022",,,,,Screen Shot 2022-11-09 at 10.35.19 PM,Home,"26"" x 16"" Decorative Banana Leaf Rectangle Woven Tray with Cut Off Handles Brown - Threshold™ designed with Studio McGee",Threshold™ designed with Studio McGee,New,1,$45.00,$45.00,,,Sell,Waiting to sell,,,4.9,,,Target,https://www.target.com/p/26-34-x-16-34-decorative-banana-leaf-rectangle-woven-tray-with-cut-off-handles-brown-threshold-8482-designed-with-studio-mcgee/-/A-79493190
